State,Year,Illnesses,Hospitalizations,Fatalities,Illnesses_log,time zone,Cluster
Virginia,2008,1986,23.0,0.0,5.802118375377063,ETZ,5
Washington,2008,456,14.0,0.0,6.1224928095143865,PTZ,2
Washington DC,2008,660,0.0,0.0,4.700480365792417,ETZ,1
West Virginia,2008,438,3.0,0.0,4.290459441148391,ETZ,1
Wisconsin,2008,2596,4.0,0.0,6.47543271670409,CTZ,2
Wyoming,2008,1150,1.0,0.0,4.74493212836325,MTZ,1
Alabama,2009,232,2.0,0.0,4.060443010546419,CTZ,2
Alaska,2009,70,0.0,0.0,3.5553480614894135,ADTZ,2
Arizona,2009,2540,9.0,0.0,5.537334267018537,MTZ,0
Arkansas,2009,660,3.0,0.0,5.10594547390058,CTZ,5
California,2009,985,13.0,0.0,6.892641641172089,PTZ,1
Colorado,2009,5480,20.0,0.0,6.306275286948016,MTZ,3
Connecticut,2009,1830,9.0,0.0,5.720311776607412,ETZ,0
Florida,2009,3108,19.0,0.0,6.249975242259483,ETZ,3
Georgia,2009,534,4.0,0.0,4.48863636973214,ETZ,2
Hawaii,2009,776,2.0,0.0,4.574710978503383,HSTZ,2
Idaho,2009,440,0.0,0.0,3.784189633918261,MTZ,2
Illinois,2009,5160,36.0,0.0,7.162397497355718,CTZ,4
Indiana,2009,774,3.0,0.0,4.859812404361672,ETZ,5
Iowa,2009,152,5.0,0.0,3.6375861597263857,CTZ,2
Kansas,2009,1930,9.0,0.0,5.262690188904886,MTZ,5
Louisiana,2009,4000,4.0,0.0,6.907755278982137,CTZ,1
Maine,2009,36,1.0,0.0,1.791759469228055,ETZ,2
Maryland,2009,1614,9.0,0.0,5.594711379601839,ETZ,0
Massachusetts,2009,1794,8.0,0.0,5.700443573390687,ETZ,0
Michigan,2009,2844,18.0,1.0,6.161207321695077,ETZ,3
Minnesota,2009,2056,9.0,0.0,6.2422232654551655,CTZ,3
Mississippi,2009,1000,3.0,0.0,5.521460917862246,CTZ,0
Missouri,2009,1292,2.0,0.0,5.777652323222656,CTZ,0
Nevada,2009,79,0.0,0.0,4.3694478524670215,PTZ,2
New Hampshire,2009,1320,7.0,0.0,5.393627546352362,ETZ,5
New Jersey,2009,1326,7.0,0.0,5.3981627015177525,ETZ,5
New Mexico,2009,970,2.0,0.0,4.574710978503383,MTZ,2
New York,2009,3348,27.0,0.0,6.324358962381311,ETZ,3
North Carolina,2009,60,0.0,0.0,2.302585092994046,ETZ,2
North Dakota,2009,2670,10.0,0.0,5.58724865840025,MTZ,0
Ohio,2009,3336,17.0,0.0,6.320768294250582,ETZ,3
Oklahoma,2009,256,4.0,0.0,4.1588830833596715,CTZ,2
Oregon,2009,3120,10.0,0.0,5.7430031878094825,MTZ,0
Pennsylvania,2009,492,11.0,0.0,4.406719247264253,ETZ,2
Rhode Island,2009,258,0.0,0.0,3.7612001156935624,ETZ,2
South Carolina,2009,3102,17.0,0.0,6.248042874508429,ETZ,3
South Dakota,2009,100,4.0,0.0,2.302585092994046,MTZ,2
Tennessee,2009,1074,24.0,0.0,5.187385805840755,ETZ,5
Texas,2009,1240,2.0,0.0,4.820281565605037,MTZ,5
Utah,2009,100,0.0,0.0,2.302585092994046,MTZ,2
Virginia,2009,540,12.0,0.0,4.499809670330265,ETZ,2
Washington,2009,258,16.0,0.0,5.552959584921617,PTZ,0
West Virginia,2009,162,10.0,2.0,3.295836866004329,ETZ,2
Wisconsin,2009,1636,6.0,0.0,6.013715156042802,CTZ,3
Wyoming,2009,620,0.0,0.0,4.127134385045092,MTZ,2
Alabama,2010,36,0.0,0.0,2.1972245773362196,CTZ,3
Alaska,2010,104,6.0,0.0,3.9512437185814275,ADTZ,3
Arizona,2010,3210,10.0,0.0,5.771441123130016,MTZ,5
Arkansas,2010,20,2.0,0.0,1.6094379124341003,CTZ,3
California,2010,1043,37.0,0.0,6.949856455000773,PTZ,1
Colorado,2010,5220,16.0,1.0,6.257667587882639,MTZ,2
Connecticut,2010,2016,12.0,0.0,5.817111159963204,ETZ,5
Florida,2010,4542,9.0,0.0,6.6293632534374485,ETZ,4
Georgia,2010,1134,19.0,0.0,5.241747015059643,ETZ,0
Hawaii,2010,512,4.0,0.0,4.1588830833596715,HSTZ,3
Idaho,2010,160,6.0,0.0,2.772588722239781,MTZ,3
Illinois,2010,5080,71.0,1.0,7.146772179452637,CTZ,1
Indiana,2010,396,21.0,0.0,4.189654742026425,ETZ,3
Iowa,2010,408,9.0,0.0,4.624972813284271,CTZ,3
Kansas,2010,4700,5.0,0.0,6.152732694704104,MTZ,2
Kentucky,2010,288,8.0,0.0,3.871201010907891,ETZ,3
Louisiana,2010,348,3.0,3.0,4.465908118654584,CTZ,3
Maine,2010,330,1.0,0.0,4.007333185232471,ETZ,3
Maryland,2010,1080,6.0,0.0,5.19295685089021,ETZ,0
Massachusetts,2010,1248,7.0,0.0,5.337538079701318,ETZ,0
Michigan,2010,1728,28.0,0.0,5.662960480135946,ETZ,5
Minnesota,2010,3224,16.0,0.0,6.692083742506628,CTZ,4
Mississippi,2010,156,1.0,0.0,3.6635616461296463,CTZ,3
Missouri,2010,1608,11.0,0.0,5.996452088619021,CTZ,5
Nevada,2010,10,0.0,0.0,2.302585092994046,PTZ,3
New Hampshire,2010,108,0.0,0.0,2.8903717578961645,ETZ,3
New Jersey,2010,978,3.0,0.0,5.093750200806762,ETZ,0
New Mexico,2010,900,11.0,0.0,4.499809670330265,MTZ,3
New York,2010,3408,24.0,1.0,6.342121418721152,ETZ,2
North Carolina,2010,654,8.0,0.0,4.6913478822291435,ETZ,3
North Dakota,2010,670,0.0,0.0,4.204692619390966,MTZ,3
Ohio,2010,4434,26.0,0.0,6.6052979209482015,ETZ,4
Oklahoma,2010,360,0.0,0.0,4.499809670330265,CTZ,3
Oregon,2010,4690,16.0,0.0,6.150602768446279,MTZ,2
Pennsylvania,2010,1170,16.0,0.0,5.272999558563747,ETZ,0
Rhode Island,2010,324,3.0,0.0,3.9889840465642745,ETZ,3
South Carolina,2010,2148,4.0,0.0,5.8805329864007,ETZ,5
South Dakota,2010,50,0.0,0.0,1.6094379124341003,MTZ,3
Tennessee,2010,1740,2.0,0.0,5.66988092298052,ETZ,5
Texas,2010,2170,25.0,6.0,5.37989735354046,MTZ,0
Utah,2010,1190,5.0,0.0,4.77912349311153,MTZ,3
Vermont,2010,102,0.0,0.0,2.833213344056216,ETZ,3
Virginia,2010,1536,5.0,0.0,5.545177444479562,ETZ,0
Washington,2010,276,16.0,0.0,5.62040086571715,PTZ,5
West Virginia,2010,60,2.0,0.0,2.302585092994046,ETZ,3
Wisconsin,2010,2960,10.0,0.0,6.606650186198215,CTZ,4
Wyoming,2010,330,1.0,0.0,3.4965075614664802,MTZ,3
Alabama,2011,216,12.0,0.0,3.9889840465642745,CTZ,5
Alaska,2011,84,6.0,0.0,3.7376696182833684,ADTZ,5
Arizona,2011,2810,2.0,0.0,5.638354669333745,MTZ,0
Arkansas,2011,156,13.0,0.0,3.6635616461296463,CTZ,5
California,2011,1175,57.0,0.0,7.069023426578259,PTZ,3
Colorado,2011,4410,6.0,0.0,6.089044875446846,MTZ,0
Connecticut,2011,1290,9.0,0.0,5.3706380281276624,ETZ,1
Florida,2011,2262,12.0,0.0,5.932245187448011,ETZ,0
Georgia,2011,3996,29.0,1.0,6.501289670540389,ETZ,4
Hawaii,2011,712,0.0,0.0,4.48863636973214,HSTZ,5
Idaho,2011,1310,7.0,0.0,4.875197323201151,MTZ,1
Illinois,2011,3472,20.0,0.0,6.7661917146603505,CTZ,2
Indiana,2011,792,64.0,0.0,4.882801922586371,ETZ,1
Iowa,2011,244,0.0,0.0,4.110873864173311,CTZ,5
Kansas,2011,2310,12.0,0.0,5.442417710521793,MTZ,1
Kentucky,2011,366,1.0,0.0,4.110873864173311,ETZ,5
Louisiana,2011,428,6.0,1.0,4.672828834461906,CTZ,1
Maine,2011,258,2.0,0.0,3.7612001156935624,ETZ,5
Maryland,2011,2322,26.0,0.0,5.958424693029782,ETZ,0
Massachusetts,2011,714,15.0,0.0,4.77912349311153,ETZ,1
Michigan,2011,2790,33.0,1.0,6.142037405587356,ETZ,0
Minnesota,2011,3728,31.0,0.0,6.837332814685591,CTZ,2
Mississippi,2011,728,36.0,0.0,5.204006687076795,CTZ,1
Missouri,2011,572,2.0,0.0,4.962844630259907,CTZ,1
Montana,2011,50,2.0,0.0,1.6094379124341003,MTZ,5
Nebraska,2011,110,1.0,0.0,2.3978952727983707,MTZ,5
Nevada,2011,33,0.0,0.0,3.4965075614664802,PTZ,5
New Hampshire,2011,660,0.0,0.0,4.700480365792417,ETZ,1
New Jersey,2011,978,13.0,0.0,5.093750200806762,ETZ,1
New Mexico,2011,1700,3.0,0.0,5.135798437050262,MTZ,1
New York,2011,3606,31.0,1.0,6.398594934535208,ETZ,4
North Carolina,2011,684,2.0,1.0,4.736198448394496,ETZ,1
North Dakota,2011,1650,5.0,0.0,5.10594547390058,MTZ,1
Ohio,2011,3636,16.0,0.0,6.406879986069314,ETZ,4
Oklahoma,2011,1888,1.0,0.0,6.156978985585555,CTZ,0
Oregon,2011,1600,15.0,2.0,5.075173815233827,MTZ,1
Pennsylvania,2011,4104,17.0,1.0,6.52795791762255,ETZ,4
Rhode Island,2011,1470,29.0,2.0,5.501258210544727,ETZ,1
South Carolina,2011,816,4.0,0.0,4.912654885736052,ETZ,1
South Dakota,2011,50,0.0,0.0,1.6094379124341003,MTZ,5
Tennessee,2011,840,5.0,0.0,4.941642422609304,ETZ,1
Texas,2011,2100,5.0,0.0,5.3471075307174685,MTZ,1
Utah,2011,140,0.0,0.0,2.6390573296152584,MTZ,5
Vermont,2011,36,0.0,0.0,1.791759469228055,ETZ,5
Virginia,2011,1686,6.0,0.0,5.638354669333745,ETZ,0
Washington,2011,359,3.0,0.0,5.883322388488279,PTZ,0
Wisconsin,2011,1204,8.0,0.0,5.707110264748875,CTZ,0
Wyoming,2011,640,0.0,0.0,4.1588830833596715,MTZ,5
Alabama,2012,228,7.0,0.0,4.04305126783455,CTZ,1
Alaska,2012,102,1.0,0.0,3.9318256327243257,ADTZ,1
Arizona,2012,5010,14.0,0.0,6.2166061010848646,MTZ,0
Arkansas,2012,2420,6.0,0.0,6.405228458030842,CTZ,0
California,2012,841,30.0,4.0,6.734591659972948,PTZ,3
Colorado,2012,5190,7.0,0.0,6.251903883165888,MTZ,0
Connecticut,2012,942,4.0,1.0,5.056245805348308,ETZ,5
Delaware,2012,30,0.0,0.0,1.6094379124341003,ETZ,1
Florida,2012,4560,56.0,0.0,6.633318433280377,ETZ,3
Georgia,2012,594,9.0,0.0,4.59511985013459,ETZ,1
Hawaii,2012,640,10.0,0.0,4.382026634673881,HSTZ,1
Idaho,2012,340,2.0,0.0,3.5263605246161616,MTZ,1
Illinois,2012,3476,24.0,0.0,6.767343125265392,CTZ,3
Indiana,2012,126,0.0,0.0,3.044522437723423,ETZ,1
Iowa,2012,200,8.0,0.0,3.912023005428146,CTZ,1
Kansas,2012,2100,5.0,0.0,5.3471075307174685,MTZ,5
Kentucky,2012,354,1.0,0.0,4.07753744390572,ETZ,1
Louisiana,2012,272,10.0,1.0,4.219507705176107,CTZ,1
Maine,2012,96,1.0,0.0,2.772588722239781,ETZ,1
Maryland,2012,1098,14.0,0.0,5.209486152841421,ETZ,5
Massachusetts,2012,1356,36.0,1.0,5.420534999272286,ETZ,5
Michigan,2012,5280,12.0,0.0,6.779921907472252,ETZ,3
Minnesota,2012,2288,14.0,0.0,6.349138991379798,CTZ,0
Missouri,2012,312,5.0,0.0,4.356708826689592,CTZ,1
Montana,2012,570,0.0,0.0,4.04305126783455,MTZ,1
Nevada,2012,72,0.0,0.0,4.276666119016055,PTZ,1
New Hampshire,2012,228,0.0,0.0,3.6375861597263857,ETZ,1
New Jersey,2012,1140,11.0,0.0,5.247024072160486,ETZ,5
New Mexico,2012,210,2.0,0.0,3.044522437723423,MTZ,1
New York,2012,3102,29.0,1.0,6.248042874508429,ETZ,0
North Carolina,2012,2184,13.0,1.0,5.8971538676367405,ETZ,4
North Dakota,2012,1120,0.0,0.0,4.718498871295094,MTZ,1
Ohio,2012,6114,39.0,1.0,6.926577033222725,ETZ,2
Oklahoma,2012,388,4.0,0.0,4.574710978503383,CTZ,1
Oregon,2012,1870,9.0,1.0,5.231108616854587,MTZ,5
Pennsylvania,2012,2286,49.0,0.0,5.942799375126701,ETZ,4
Rhode Island,2012,318,1.0,0.0,3.970291913552122,ETZ,1
South Carolina,2012,1260,13.0,0.0,5.3471075307174685,ETZ,5
South Dakota,2012,1060,0.0,0.0,4.663439094112067,MTZ,1
Tennessee,2012,1662,18.0,0.0,5.6240175061873385,ETZ,4
Texas,2012,5020,15.0,0.0,6.218600119691729,MTZ,0
Utah,2012,640,0.0,0.0,4.1588830833596715,MTZ,1
Vermont,2012,66,3.0,0.0,2.3978952727983707,ETZ,1
Virginia,2012,1806,9.0,0.0,5.707110264748875,ETZ,4
Washington,2012,463,15.0,0.0,6.137727054086234,PTZ,0
West Virginia,2012,468,0.0,0.0,4.356708826689592,ETZ,1
Wisconsin,2012,1268,8.0,0.0,5.75890177387728,CTZ,4
Wyoming,2012,3190,2.0,0.0,5.765191102784844,MTZ,4
Alabama,2013,496,33.0,0.0,4.820281565605037,CTZ,2
Alaska,2013,132,8.0,0.0,4.189654742026425,ADTZ,2
Arizona,2013,4380,44.0,0.0,6.082218910376446,MTZ,3
Arkansas,2013,260,6.0,0.0,4.174387269895637,CTZ,2
California,2013,1080,40.0,0.0,6.984716320118266,PTZ,4
Colorado,2013,2940,10.0,0.0,5.683579767338681,MTZ,1
Connecticut,2013,1488,11.0,0.0,5.5134287461649825,ETZ,1
Florida,2013,1722,12.0,0.0,5.659482215759621,ETZ,1
Georgia,2013,2376,17.0,0.0,5.981414211254481,ETZ,3
Hawaii,2013,1536,30.0,0.0,5.2574953720277815,HSTZ,1
Idaho,2013,190,3.0,1.0,2.9444389791664403,MTZ,2
Illinois,2013,2856,33.0,0.0,6.570882962339584,CTZ,5
Indiana,2013,276,9.0,0.0,3.828641396489095,ETZ,2
Iowa,2013,392,7.0,0.0,4.584967478670572,CTZ,2
Kansas,2013,3560,4.0,0.0,5.87493073085203,MTZ,3
Kentucky,2013,120,7.0,1.0,2.995732273553991,ETZ,2
Louisiana,2013,360,6.0,0.0,4.499809670330265,CTZ,2
Maryland,2013,1368,9.0,1.0,5.429345628954441,ETZ,1
Massachusetts,2013,2118,6.0,0.0,5.8664680569332965,ETZ,3
Michigan,2013,2100,24.0,0.0,5.857933154483459,ETZ,3
Minnesota,2013,2416,32.0,0.0,6.403574197934815,CTZ,0
Mississippi,2013,12,3.0,0.0,1.0986122886681098,CTZ,2
Missouri,2013,360,10.0,0.0,4.499809670330265,CTZ,2
Montana,2013,620,1.0,0.0,4.127134385045092,MTZ,2
Nebraska,2013,1040,8.0,0.0,4.6443908991413725,MTZ,2
Nevada,2013,430,56.0,0.0,6.063785208687608,PTZ,3
New Hampshire,2013,420,1.0,0.0,4.248495242049359,ETZ,2
New Jersey,2013,432,8.0,0.0,4.276666119016055,ETZ,2
New Mexico,2013,1090,6.0,1.0,4.6913478822291435,MTZ,2
New York,2013,3366,14.0,0.0,6.329720905522696,ETZ,0
North Carolina,2013,1392,8.0,0.0,5.44673737166631,ETZ,1
North Dakota,2013,940,0.0,0.0,4.543294782270004,MTZ,2
Ohio,2013,4518,30.0,0.0,6.6240652277998935,ETZ,5
Oklahoma,2013,872,14.0,0.0,5.384495062789089,CTZ,1
Oregon,2013,1890,7.0,0.0,5.241747015059643,MTZ,1
Pennsylvania,2013,2526,37.0,0.0,6.042632833682381,ETZ,3
Rhode Island,2013,408,8.0,2.0,4.219507705176107,ETZ,2
South Carolina,2013,1092,7.0,1.0,5.204006687076795,ETZ,1
South Dakota,2013,570,0.0,0.0,4.04305126783455,MTZ,2
Tennessee,2013,1716,16.0,0.0,5.655991810819852,ETZ,1
Texas,2013,2900,16.0,0.0,5.66988092298052,MTZ,1
Utah,2013,310,1.0,0.0,3.4339872044851463,MTZ,2
Vermont,2013,216,1.0,0.0,3.58351893845611,ETZ,2
Virginia,2013,1524,7.0,0.0,5.537334267018537,ETZ,1
Washington,2013,333,8.0,0.0,5.808142489980444,PTZ,3
Wisconsin,2013,1392,22.0,0.0,5.8522024797744745,CTZ,3
Wyoming,2013,280,0.0,0.0,3.332204510175204,MTZ,2
Alabama,2014,960,16.0,0.0,5.480638923341991,CTZ,5
Alaska,2014,220,9.0,1.0,4.700480365792417,ADTZ,1
Arizona,2014,1860,14.0,0.0,5.225746673713202,MTZ,1
Arkansas,2014,1160,14.0,0.0,5.66988092298052,CTZ,5
California,2014,916,43.0,3.0,6.82001636467413,PTZ,3
Colorado,2014,2640,7.0,0.0,5.575949103146316,MTZ,5
Connecticut,2014,1140,12.0,0.0,5.247024072160486,ETZ,1
Florida,2014,6798,35.0,0.0,7.0326242610280065,ETZ,2
Georgia,2014,2568,7.0,0.0,6.059123195581797,ETZ,0
Hawaii,2014,288,1.0,0.0,3.58351893845611,HSTZ,4
Idaho,2014,230,5.0,0.0,3.1354942159291497,MTZ,4
Illinois,2014,2080,49.0,0.0,6.253828811575473,CTZ,0
Indiana,2014,576,3.0,0.0,4.564348191467836,ETZ,1
Iowa,2014,1800,3.0,0.0,6.1092475827643655,CTZ,0
Kansas,2014,2900,4.0,0.0,5.66988092298052,MTZ,5
Kentucky,2014,138,7.0,0.0,3.1354942159291497,ETZ,4
Louisiana,2014,552,6.0,0.0,4.927253685157205,CTZ,1
Maine,2014,66,2.0,0.0,2.3978952727983707,ETZ,4
Maryland,2014,2688,6.0,0.0,6.104793232414985,ETZ,0
Massachusetts,2014,2112,21.0,1.0,5.863631175598097,ETZ,5
Michigan,2014,4368,19.0,0.0,6.590301048196686,ETZ,3
Minnesota,2014,3636,32.0,0.0,6.812345094177479,CTZ,3
Mississippi,2014,80,2.0,0.0,2.995732273553991,CTZ,4
Missouri,2014,832,3.0,0.0,5.337538079701318,CTZ,5
Montana,2014,380,3.0,0.0,3.6375861597263857,MTZ,4
Nebraska,2014,400,0.0,0.0,3.6888794541139363,MTZ,4
Nevada,2014,58,1.0,0.0,4.060443010546419,PTZ,4
New Hampshire,2014,186,5.0,0.0,3.4339872044851463,ETZ,4
New Jersey,2014,1080,19.0,0.0,5.19295685089021,ETZ,1
New Mexico,2014,270,2.0,0.0,3.295836866004329,MTZ,4
New York,2014,2622,36.0,2.0,6.07993319509559,ETZ,0
North Carolina,2014,768,0.0,0.0,4.852030263919617,ETZ,1
North Dakota,2014,750,3.0,0.0,4.31748811353631,MTZ,4
Ohio,2014,2964,18.0,0.0,6.202535517187923,ETZ,0
Oklahoma,2014,448,2.0,0.0,4.718498871295094,CTZ,1
Oregon,2014,1230,13.0,2.0,4.812184355372417,MTZ,1
Pennsylvania,2014,1068,3.0,0.0,5.181783550292085,ETZ,1
Rhode Island,2014,618,1.0,0.0,4.634728988229636,ETZ,1
South Carolina,2014,1584,14.0,0.0,5.575949103146316,ETZ,5
Tennessee,2014,798,14.0,0.0,4.890349128221754,ETZ,1
Texas,2014,1630,4.0,0.0,5.093750200806762,MTZ,1
Utah,2014,2170,14.0,1.0,5.37989735354046,MTZ,5
Vermont,2014,48,4.0,0.0,2.0794415416798357,ETZ,4
Virginia,2014,3354,7.0,0.0,6.326149473155099,ETZ,0
Washington,2014,395,19.0,1.0,5.978885764901122,PTZ,0
West Virginia,2014,612,0.0,0.0,4.624972813284271,ETZ,1
Wisconsin,2014,1632,21.0,0.0,6.0112671744041615,CTZ,0
Wyoming,2014,60,0.0,0.0,1.791759469228055,MTZ,4
Alabama,2015,460,34.0,0.0,4.74493212836325,CTZ,1
Alaska,2015,6,3.0,0.0,1.0986122886681098,ADTZ,5
Arizona,2015,4610,21.0,0.0,6.133398042996649,MTZ,4
Arkansas,2015,156,4.0,0.0,3.6635616461296463,CTZ,5
California,2015,1231,66.0,0.0,7.115582126184454,PTZ,3
Colorado,2015,2760,8.0,0.0,5.62040086571715,MTZ,2
Connecticut,2015,1860,8.0,0.0,5.736572297479192,ETZ,2
Florida,2015,3810,20.0,1.0,6.453624998892692,ETZ,0
Georgia,2015,1674,2.0,0.0,5.631211781821365,ETZ,2
Hawaii,2015,472,0.0,0.0,4.07753744390572,HSTZ,5
Idaho,2015,3140,18.0,0.0,5.749392985908253,MTZ,2
Illinois,2015,2848,33.0,0.0,6.568077911411976,CTZ,0
Indiana,2015,102,0.0,0.0,2.833213344056216,ETZ,5
Iowa,2015,884,2.0,0.0,5.3981627015177525,CTZ,2
Kansas,2015,2860,15.0,1.0,5.655991810819852,MTZ,2
Kentucky,2015,648,7.0,0.0,4.68213122712422,ETZ,1
Louisiana,2015,68,0.0,0.0,2.833213344056216,CTZ,5
Maryland,2015,2136,12.0,0.0,5.87493073085203,ETZ,2
Massachusetts,2015,372,3.0,0.0,4.127134385045092,ETZ,5
Michigan,2015,3750,17.0,0.0,6.437751649736401,ETZ,0
Minnesota,2015,2056,14.0,0.0,6.2422232654551655,CTZ,4
Missouri,2015,344,13.0,0.0,4.454347296253507,CTZ,1
Montana,2015,720,1.0,0.0,4.276666119016055,MTZ,5
Nebraska,2015,410,3.0,0.0,3.713572066704308,MTZ,5
Nevada,2015,217,20.0,0.0,5.37989735354046,PTZ,2
New Hampshire,2015,174,0.0,0.0,3.367295829986474,ETZ,5
New Jersey,2015,2748,0.0,0.0,6.126869184114185,ETZ,4
New Mexico,2015,190,0.0,0.0,2.9444389791664403,MTZ,5
New York,2015,3120,14.0,0.0,6.253828811575473,ETZ,4
North Carolina,2015,2388,27.0,1.0,5.986452005284438,ETZ,4
North Dakota,2015,2090,0.0,0.0,5.342334251964811,MTZ,2
Ohio,2015,4920,43.0,3.0,6.709304340258298,ETZ,0
Oklahoma,2015,144,12.0,0.0,3.58351893845611,CTZ,5
Oregon,2015,2440,28.0,0.0,5.497168225293202,MTZ,2
Pennsylvania,2015,762,2.0,0.0,4.844187086458591,ETZ,1
Rhode Island,2015,150,0.0,0.0,3.2188758248682006,ETZ,5
South Carolina,2015,1716,11.0,0.0,5.655991810819852,ETZ,2
South Dakota,2015,310,1.0,0.0,3.4339872044851463,MTZ,5
Tennessee,2015,1590,3.0,0.0,5.579729825986222,ETZ,2
Texas,2015,4440,5.0,0.0,6.095824562432225,MTZ,4
Utah,2015,2760,9.0,1.0,5.62040086571715,MTZ,2
Virginia,2015,2964,15.0,0.0,6.202535517187923,ETZ,4
Washington,2015,313,20.0,0.0,5.746203190540153,PTZ,2
Washington DC,2015,960,9.0,0.0,5.075173815233827,ETZ,1
West Virginia,2015,210,0.0,0.0,3.5553480614894135,ETZ,5
Wisconsin,2015,2280,17.0,0.0,6.345636360828596,CTZ,4
Wyoming,2015,90,0.0,0.0,2.1972245773362196,MTZ,5
Alaska,2001,8,4.0,0.0,1.3862943611198906,ADTZ,3
Arizona,2001,930,4.0,0.0,4.532599493153256,MTZ,3
California,2001,2008,43.0,0.0,7.60489448081162,PTZ,4
Colorado,2001,2210,7.0,0.0,5.3981627015177525,MTZ,0
Connecticut,2001,3210,6.0,0.0,6.282266746896006,ETZ,5
Florida,2001,1854,25.0,1.0,5.733341276897746,ETZ,0
Georgia,2001,6360,17.0,1.0,6.966024187106113,ETZ,1
Hawaii,2001,1448,14.0,0.0,5.198497031265826,HSTZ,0
Idaho,2001,290,4.0,0.0,3.367295829986474,MTZ,3
Illinois,2001,3644,43.0,0.0,6.814542897259958,CTZ,2
Indiana,2001,498,1.0,0.0,4.418840607796598,ETZ,3
Iowa,2001,580,4.0,0.0,4.976733742420574,CTZ,3
Kansas,2001,1810,3.0,0.0,5.198497031265826,MTZ,0
Kentucky,2001,24,0.0,0.0,1.3862943611198906,ETZ,3
Louisiana,2001,1232,24.0,1.0,5.730099782973574,CTZ,0
Maine,2001,768,5.0,0.0,4.852030263919617,ETZ,3
Maryland,2001,2832,17.0,0.0,6.156978985585555,ETZ,5
Massachusetts,2001,1758,17.0,0.0,5.680172609017068,ETZ,0
Michigan,2001,5478,12.0,0.0,6.816735880594968,ETZ,2
Minnesota,2001,3180,15.0,0.0,6.678342114654332,CTZ,2
Mississippi,2001,172,2.0,0.0,3.7612001156935624,CTZ,3
Missouri,2001,104,1.0,0.0,3.258096538021482,CTZ,3
Nebraska,2001,750,1.0,0.0,4.31748811353631,MTZ,3
Nevada,2001,329,3.0,0.0,5.796057750765372,PTZ,0
New Jersey,2001,318,1.0,0.0,3.970291913552122,ETZ,3
New York,2001,2028,2.0,0.0,5.823045895483019,ETZ,0
North Carolina,2001,1302,12.0,0.0,5.37989735354046,ETZ,0
Ohio,2001,6834,78.0,0.0,7.037905963447182,ETZ,1
Oklahoma,2001,288,10.0,2.0,4.276666119016055,CTZ,3
Oregon,2001,6940,3.0,0.0,6.542471960506805,MTZ,2
Pennsylvania,2001,4590,14.0,0.0,6.639875833826536,ETZ,2
Rhode Island,2001,12,2.0,0.0,0.6931471805599453,ETZ,3
South Carolina,2001,3528,0.0,0.0,6.376726947898627,ETZ,5
South Dakota,2001,210,2.0,0.0,3.044522437723423,MTZ,3
Tennessee,2001,8268,6.0,0.0,7.228388451573604,ETZ,1
Texas,2001,8760,17.0,4.0,6.775366090936392,MTZ,2
Utah,2001,200,1.0,0.0,2.995732273553991,MTZ,3
Vermont,2001,498,6.0,0.0,4.418840607796598,ETZ,3
Virginia,2001,4182,43.0,0.0,6.546785410760524,ETZ,2
Washington,2001,562,22.0,0.0,6.331501849893691,PTZ,5
West Virginia,2001,588,6.0,0.0,4.584967478670572,ETZ,3
Wisconsin,2001,1892,16.0,0.0,6.159095388491933,CTZ,5
Wyoming,2001,770,3.0,0.0,4.343805421853684,MTZ,3
Alaska,2006,178,2.0,0.0,4.48863636973214,ADTZ,4
Arizona,2006,4240,19.0,0.0,6.049733455231958,MTZ,5
Arkansas,2006,832,13.0,0.0,5.337538079701318,CTZ,1
California,2006,4101,69.0,0.0,8.31898612539206,PTZ,3
Colorado,2006,22120,18.0,0.0,7.701652362642226,MTZ,0
Connecticut,2006,1356,2.0,0.0,5.420534999272286,ETZ,1
Delaware,2006,48,1.0,0.0,2.0794415416798357,ETZ,4
Florida,2006,1998,22.0,0.0,5.808142489980444,ETZ,1
Georgia,2006,2472,21.0,0.0,6.021023349349527,ETZ,5
Hawaii,2006,1456,6.0,0.0,5.204006687076795,HSTZ,1
Idaho,2006,1230,3.0,0.0,4.812184355372417,MTZ,4
Illinois,2006,5276,61.0,0.0,7.1846291527173145,CTZ,2
Indiana,2006,1764,40.0,0.0,5.683579767338681,ETZ,1
Iowa,2006,904,9.0,0.0,5.420534999272286,CTZ,1
Kansas,2006,1840,16.0,0.0,5.214935757608986,MTZ,1
Kentucky,2006,30,2.0,0.0,1.6094379124341003,ETZ,4
Louisiana,2006,324,4.0,0.0,4.394449154672439,CTZ,4
Maine,2006,210,8.0,0.0,3.5553480614894135,ETZ,4
Maryland,2006,2052,12.0,0.0,5.834810737062605,ETZ,1
Massachusetts,2006,1422,9.0,0.0,5.4680601411351315,ETZ,1
Michigan,2006,11592,41.0,0.0,7.566311014772463,ETZ,0
Minnesota,2006,4680,40.0,2.0,7.064759027791802,CTZ,2
Mississippi,2006,1128,13.0,0.0,5.641907070938114,CTZ,1
Missouri,2006,708,0.0,0.0,5.176149732573829,CTZ,1
Montana,2006,340,3.0,0.0,3.5263605246161616,MTZ,4
Nevada,2006,4,0.0,0.0,1.3862943611198906,PTZ,4
New Hampshire,2006,1428,3.0,0.0,5.472270673671475,ETZ,1
New Jersey,2006,1092,1.0,0.0,5.204006687076795,ETZ,1
New Mexico,2006,1640,0.0,0.0,5.099866427824199,MTZ,1
